"model_id","team_abbr","model_abbr","team_name","model_name","designated_model","methods","methods_long","ensemble_of_models","mechanistic","ai_ml","stat"
"PSI-PROF_MOA","PSI","PROF_MOA","Predictive Science Inc.","Package for Respiratory Disease Open-source Forecasting - Method of Analogs version",TRUE,"the prof routines perform a deterministic fit of our compartmental sir[h]2 (including vaccinated compartments for susceptibles and infectious) model to weekly hospitalization incidence profiles. the model includes a hospitalization compartment which is split into two sub-compartments. this split ensures that the model preserves the correct generation time (tg) and that the ratio between cumulative recovered and hospitalized individuals is determined by the infection-hospitalization-ratio. the transmission-rate coefficient (beta) is a time-dependent function of 2 or more arc-tangents.  the actual data is augmented with 'future' data from a method of analogs (moa).  the moa data receives a reduced fitting-weight compared to actual data.  the model fit is inferred by an mcmc procedure. it is followed by stochastic simulations through the forecast time-window using the inferred parameter distributions and a daily cadence which is then aggregated to weekly incidence to produce the forecasts.  where there is little-to-no epi signal in the data, a baseline statistical model is substituted for the mechanistic model.","The PROF routines perform a deterministic fit of our compartmental SIR[H]2 (including vaccinated compartments for Susceptibles and Infectious) model to weekly hospitalization incidence profiles. The model includes a hospitalization compartment which is split into two sub-compartments. This split ensures that the model preserves the correct generation time (Tg) and that the ratio between cumulative recovered and hospitalized individuals is determined by the infection-hospitalization-ratio. The transmission-rate coefficient (Beta) is a time-dependent function of 2 or more arc-tangents.  The actual data is augmented with 'future' data from a Method Of Analogs (MOA).  The MOA data receives a reduced fitting-weight compared to actual data.  The model fit is inferred by an MCMC procedure. It is followed by stochastic simulations through the forecast time-window using the inferred parameter distributions and a daily cadence which is then aggregated to weekly incidence to produce the forecasts.  Where there is little-to-no epi signal in the data, a baseline statistical model is substituted for the mechanistic model.",FALSE,TRUE,FALSE,TRUE
"SGroup-RandomForest","SGroup","RandomForest","Srivastava Group","SGroup-RandomForest",TRUE,"random forest is an ensemble of the individual predictors generated from a variation of the sikjalpha compartmental model, where each predictor corresponds to a certain set of hyperparameters, as well as some hhs data, as well as historical flusurv-net data.","Random Forest is an ensemble of the individual predictors generated from a variation of the SIkJalpha compartmental model, where each predictor corresponds to a certain set of hyperparameters, as well as some HHS data, as well as historical FluSurv-NET data.",TRUE,TRUE,TRUE,FALSE
"SigSci-BECAM","SigSci","BECAM","Signature Science","Baseline Empirical Categorical Model",TRUE,"categorical forecasts derived from observed rate changes over time. originally developed as a potential baseline categorical forecaster. the model is fit each week by first retrieving weekly flu hospitalizations reported via nhsn at the state and national level, then characterizing the rate change at horizons per the flusight guidelines. the algorithm then bins rate changes within locations and computes the proportion of observed categories. the proportion of each category is assigned as the probability for the given horizon and location.","Categorical forecasts derived from observed rate changes over time. Originally developed as a potential baseline categorical forecaster. The model is fit each week by first retrieving weekly flu hospitalizations reported via NHSN at the state and national level, then characterizing the rate change at horizons per the FluSight guidelines. The algorithm then bins rate changes within locations and computes the proportion of observed categories. The proportion of each category is assigned as the probability for the given horizon and location.",FALSE,FALSE,FALSE,TRUE
"SigSci-CREG","SigSci","CREG","Signature Science","Count Regression",TRUE,"count regression modeling approach. the procedure independently fits multiple count regression models for each location every week. possible models are defined by a grid of all combinations of potential covariates (e.g., ili, percent positivity of clinical lab flu tests) and model families (e.g., negative binomial, quasipoisson). the best fit model for the given forecast week and location is carried forward to generate forecasts. forecasted values are rounded to the nearest integer and truncated at zero to align with hospitalization count target. all forecasts are reviewed for plausibility by a human prior to submission.","Count regression modeling approach. The procedure independently fits multiple count regression models for each location every week. Possible models are defined by a grid of all combinations of potential covariates (e.g., ILI, percent positivity of clinical lab flu tests) and model families (e.g., negative binomial, quasipoisson). The best fit model for the given forecast week and location is carried forward to generate forecasts. Forecasted values are rounded to the nearest integer and truncated at zero to align with hospitalization count target. All forecasts are reviewed for plausibility by a human prior to submission.",FALSE,FALSE,FALSE,TRUE
"SigSci-TSENS","SigSci","TSENS","Signature Science","Time Series Ensemble",TRUE,"time series ensemble with equal weights for each component. the ensemble includes models that are fit independently for each location every week. the component models include different classes of time series models, some of which have automated parameter selection (e.g., arima). models are first combined before generating an ensemble forecast, as opposed to generating individual forecasts for each model and then combining forecasts. forecasted values are rounded to the nearest integer and truncated at zero to align with hospitalization count target. the component models are fit using a time series extended with methods described in https://www.medrxiv.org/content/10.1101/2024.07.31.24311314v1. all forecasts are reviewed for plausibility by a human prior to submission.","Time series ensemble with equal weights for each component. The ensemble includes models that are fit independently for each location every week. The component models include different classes of time series models, some of which have automated parameter selection (e.g., ARIMA). Models are first combined before generating an ensemble forecast, as opposed to generating individual forecasts for each model and then combining forecasts. Forecasted values are rounded to the nearest integer and truncated at zero to align with hospitalization count target. The component models are fit using a time series extended with methods described in https://www.medrxiv.org/content/10.1101/2024.07.31.24311314v1. All forecasts are reviewed for plausibility by a human prior to submission.",TRUE,FALSE,FALSE,TRUE
"Stevens-GBR","Stevens","GBR","Stevens Institute of Technology","An ensemble of gradient boosting regressors",TRUE,"this model generates forecasts for state-level weekly influenza hospitalizations. the model comprises an ensemble of tree-based regression models based employing the gradient boosting learning paradigm.","This model generates forecasts for state-level weekly influenza hospitalizations. The model comprises an ensemble of tree-based regression models based employing the gradient boosting learning paradigm.",TRUE,FALSE,TRUE,TRUE
"Stevens-ILIForecast","Stevens","ILIForecast","Stevens Institute of Technology","Stevens ILIForecast",TRUE,"we employ a combination of multiple forecasting models—such as gradient boosting, decision trees, and arima models—using ensemble techniques to achieve final predictions. by analyzing all available historical data, we generate comprehensive five-week forecasts that reflect a synthesis of each model's strengths.","We employ a combination of multiple forecasting models—such as gradient boosting, decision trees, and ARIMA models—using ensemble techniques to achieve final predictions. By analyzing all available historical data, we generate comprehensive five-week forecasts that reflect a synthesis of each model's strengths.",TRUE,FALSE,FALSE,TRUE
"UGA_CEID-auto_AVG_LB","UGA_CEID","auto_AVG_LB","UGA Center for the Ecology of Infectious Diseases (CEID)","UGA_CEID_auto_AVG_LB",TRUE,"an automatic arimax that fits on 104 weeks of logarithmic transformed hospitalizations. it uses a 1 week-lag of logarithmic transformed average of hospitalizations in the u.s. as exogenous variable.","An automatic ARIMAX that fits on 104 weeks of logarithmic transformed hospitalizations. It uses a 1 week-lag of logarithmic transformed average of hospitalizations in the U.S. as exogenous variable.",FALSE,FALSE,FALSE,TRUE
"UGA_CEID-Walk","UGA_CEID","Walk","UGA Center for the Ecology of Infectious Diseases (CEID)","UGA_CEID_Walk",TRUE,"steps in the random walk have an expected value of zero and the standard devation of the last few data points determines the variation around zero in the step size. steps in the walk are determined by sampling from a normal distribution. if the walk drifts below zero, it is considered to be at zero for the purpose of predicting the indicator. by simulating these walks repeatedly, a distribution of future values of incident cases and deaths are obtained.","Steps in the random walk have an expected value of zero and the standard devation of the last few data points determines the variation around zero in the step size. Steps in the walk are determined by sampling from a normal distribution. If the walk drifts below zero, it is considered to be at zero for the purpose of predicting the indicator. By simulating these walks repeatedly, a distribution of future values of incident cases and deaths are obtained.",FALSE,FALSE,FALSE,TRUE
"UGA_flucast-Copycat","UGA_flucast","Copycat","UGA_flucast","Copycat",FALSE,"matches seasonal growth rate trends against historic growth rate curves to identify the closest matches. makes forecasts based on nearest neighbor trajectories.","Matches seasonal growth rate trends against historic growth rate curves to identify the closest matches. Makes forecasts based on nearest neighbor trajectories.",FALSE,FALSE,FALSE,TRUE
"UGA_flucast-INFLAenza","UGA_flucast","INFLAenza","UGA_flucast","INFLAenza",TRUE,"a spatial time-series model that uses the r-inla package for estimating a jointly fitted time-series model that includes seasonality terms, state-specific connectivity, and a random walk component.","A spatial time-series model that uses the R-INLA package for estimating a jointly fitted time-series model that includes seasonality terms, state-specific connectivity, and a random walk component.",FALSE,FALSE,FALSE,TRUE
"UGA_flucast-OKeeffe","UGA_flucast","OKeeffe","UGA_flucast","OKeeffe",FALSE,"a class of epidemic models with a flexible underlying machine learning component, coupled with a tempering term that functionally acts as susceptible depletion, but can be estimated from historical data. we use historic hhs influenza wave data to make future forecasts","A class of epidemic models with a flexible underlying machine learning component, coupled with a tempering term that functionally acts as susceptible depletion, but can be estimated from historical data. We use historic HHS influenza wave data to make future forecasts",FALSE,FALSE,TRUE,FALSE
"UGA_flucast-Scenariocast","UGA_flucast","Scenariocast","UGA_flucast","Scenariocast",FALSE,"matches seasonal growth rate trends against scenario modeling hub projections growth rate curves to identify the closest matches. makes forecasts based on nearest neighbor trajectories.","Matches seasonal growth rate trends against scenario modeling hub projections growth rate curves to identify the closest matches. Makes forecasts based on nearest neighbor trajectories.",FALSE,FALSE,FALSE,TRUE
"UGuelph-CompositeCurve","UGuelph","CompositeCurve","University of Guelph Dynamics Training Lab","Composite Curve",FALSE,"we produce a peak-aligned composite curve epidemic curves across past seasons and regions, normalizing the season for percent of cases each week, and then taking the median percentage across the resulting curves for each number of weeks from the peak, following the approach of schanzer et al., influenza and other respiratory viruses 2010.   then, for each state, we compute the normalized case count for the preceding four weeks, and compare against the normalized four week windows of the composite curve, following the approach of morel et al. plos computational biology, 2023.  revised from previous versions december 30, 2024.” sample_method: “each window along the curve is weighted based on its distance from the most recent window and these weights are used to select 100 windows (allowing repetition) along the curve. these windows are used to produce the 100 sample trajectories by applying the subsequent scaling factors to the observed data.","We produce a peak-aligned composite curve epidemic curves across past seasons and regions, normalizing the season for percent of cases each week, and then taking the median percentage across the resulting curves for each number of weeks from the peak, following the approach of Schanzer et al., Influenza and Other Respiratory Viruses 2010.   Then, for each state, we compute the normalized case count for the preceding four weeks, and compare against the normalized four week windows of the composite curve, following the approach of Morel et al. PLOS Computational Biology, 2023.  Revised from previous versions December 30, 2024.” sample_method: “Each window along the curve is weighted based on its distance from the most recent window and these weights are used to select 100 windows (allowing repetition) along the curve. These windows are used to produce the 100 sample trajectories by applying the subsequent scaling factors to the observed data.",FALSE,FALSE,FALSE,TRUE
"UGuelphensemble-GRYPHON","UGuelphensemble","GRYPHON","University of Guelph Dynamics Training Lab","GRYPHON",TRUE,"","",TRUE,FALSE,FALSE,TRUE
"UI_CompEpi-EpiGen","UI_CompEpi","EpiGen","UI_CompEpi","EpiGen",TRUE,"we train an ensemble of deep learning approachs including arima, lstm, epideep, epifnp, transformer models on historical and synthetic data. our synthetic data is generated using a variational autoencoder (vae) trained on historical data. we use the ensemble of models to predict the target data.","We train an ensemble of deep learning approachs including ARIMA, LSTM, EpiDeep, EpiFNP, Transformer models on historical and synthetic data. Our synthetic data is generated using a variational autoencoder (VAE) trained on historical data. We use the ensemble of models to predict the target data.",TRUE,FALSE,TRUE,TRUE
"UM-DeepOutbreak","UM","DeepOutbreak","University of Michigan, Computer Science and Engineering","DeepOutbreak",TRUE,"deep neural network model with conformal predictions. the neural network architecture is a sequence-to-sequence model based on recurrent units and self-attention modules. it is trained in a multi-task setting where each region is considered a task. the uncertainty quantification is conducted post hoc with conformal predictions that follows adaptive conformal inference to adapt to distribution shifts. spatial correlation is not considered.","Deep neural network model with conformal predictions. The neural network architecture is a sequence-to-sequence model based on recurrent units and self-attention modules. It is trained in a multi-task setting where each region is considered a task. The uncertainty quantification is conducted post hoc with conformal predictions that follows adaptive conformal inference to adapt to distribution shifts. Spatial correlation is not considered.",FALSE,FALSE,TRUE,FALSE
"UMass-AR2","UMass","AR2","UMass-Amherst","AR(2)",FALSE," this is an ar(2) model fit separately to each location using bayesian methods. prior to model estimation, we perform the following three data transformations: 1. convert hospitalization counts to a rate per 100,000 population. 2. take the fourth root. 3. scale and center, dividing by the 95th percentile of all weekly values for the given location and subsequently subtracting the mean. predictions on the transformed scale are converted back to predictions on the original scale by inverting these transformations.
denoting the value of the transformed signal at time t by z_t, the model is: z_t | z_{t-1}, z_{t-2}, a_1, a_2, sigma ~ n(a_1 * z_{t-1} + a_2 * z_{t-2}, sigma^2) a_1, a_2 | eta ~ normal(0, eta^2) sigma, eta ~ half-cauchy(0, 1)
this is intended as a baseline model. "," This is an AR(2) model fit separately to each location using Bayesian methods. Prior to model estimation, we perform the following three data transformations: 1. Convert hospitalization counts to a rate per 100,000 population. 2. Take the fourth root. 3. Scale and center, dividing by the 95th percentile of all weekly values for the given location and subsequently subtracting the mean. Predictions on the transformed scale are converted back to predictions on the original scale by inverting these transformations.
Denoting the value of the transformed signal at time t by z_t, the model is: Z_t | z_{t-1}, z_{t-2}, a_1, a_2, sigma ~ N(a_1 * z_{t-1} + a_2 * z_{t-2}, sigma^2) a_1, a_2 | eta ~ Normal(0, eta^2) sigma, eta ~ Half-Cauchy(0, 1)
This is intended as a baseline model. ",FALSE,FALSE,FALSE,TRUE
"UMass-flusion","UMass","flusion","UMass-Amherst","Ensemble of time series models",TRUE," 2025/26 season (v1.1, implemented 2025-12-20): quantile average ensemble of three component models: 1) ar(6) pooled model with shared coefficients across locations and per-location variance; 2) gbqr 3-source spatial2 model for state-level forecasts incorporating spatial correlation; 3) gbqr 3-source model for us national forecasts. all components use nhsn, flusurv-net, and ilinet data. categorical predictions derived via monotonic spline interpolation.
2024/25 season: a quantile average of two models: 1) gradient boosting quantile regression, fit to nhsn, flusurv-net, and ilinet data; 2) an ar(6) model fit to nhsn only, with ar coefficients shared across locations and per-location variance parameters. as of 2024-11-23, these are equally weighted. categorical predictions are derived from the quantile predictions by fitting a monotonic spline to interpolate the quantiles. 2024-11-30: our model is not responding well to data anomalies in oh. we have dropped that state from this week's submission. 2024-12-07: we dropped forecasts for pr. we have low confidence in forecasts from az, but are submitting them regardless. 2025-01-02: for this week, we include only the gbqr model. the ar(6) model does not have any features that allow it to capture regular seasonal effects, and exploration of last season's forecasts showed that it underperformed in the weeks immediately following christmas.
2023/24 season: 2023-10-14: a linear pool of two sub-ensembles, one fit with all available data and one fit dropping the last data point which may be subject to revisions. each sub-ensemble is an equally-weighted vincent median ensemble of three components: 1) an ar(8) model fit only to hhs data on a fourth root scale; 2) a gradient boosting model fit to data from all three sources with uncertainty based on bootstrapping out-of-bag prediction errors; 3) a gradient boosting model fit to all three data sources with quantile regression separately for each quantile level, with predictions sorted to address quantile crossing. 2023-10-21: fit only to the data release including data up through the week of 2023-10-14. dropped bootstrap method, so submission is a quantile averaged ensemble of ar(8) and the gradient boosting model with quantile regression for all quantiles. 2023-11-25: data for ak are suspect; low counts, including a reported 0 for sat nov 18. roughly 18-20 reporting facilities per day rather than historical values of 21 or 22. i don't have a principled way to deal with this, so the submission for ak is a linear pool of predictions with and without the last weekly observation. 2023-12-02: added a third component model, which is a gradient boosted quantile regression model that does not use any features that are a measure of the level of recent incidence."," 2025/26 season (v1.1, implemented 2025-12-20): Quantile average ensemble of three component models: 1) AR(6) pooled model with shared coefficients across locations and per-location variance; 2) GBQR 3-source spatial2 model for state-level forecasts incorporating spatial correlation; 3) GBQR 3-source model for US national forecasts. All components use NHSN, FluSurv-NET, and ILINet data. Categorical predictions derived via monotonic spline interpolation.
2024/25 season: A quantile average of two models: 1) Gradient boosting quantile regression, fit to NHSN, FluSurv-NET, and ILINet data; 2) An AR(6) model fit to NHSN only, with AR coefficients shared across locations and per-location variance parameters. As of 2024-11-23, these are equally weighted. Categorical predictions are derived from the quantile predictions by fitting a monotonic spline to interpolate the quantiles. 2024-11-30: Our model is not responding well to data anomalies in OH. We have dropped that state from this week's submission. 2024-12-07: We dropped forecasts for PR. We have low confidence in forecasts from AZ, but are submitting them regardless. 2025-01-02: For this week, we include only the GBQR model. The AR(6) model does not have any features that allow it to capture regular seasonal effects, and exploration of last season's forecasts showed that it underperformed in the weeks immediately following Christmas.
2023/24 season: 2023-10-14: A linear pool of two sub-ensembles, one fit with all available data and one fit dropping the last data point which may be subject to revisions. Each sub-ensemble is an equally-weighted Vincent median ensemble of three components: 1) an AR(8) model fit only to HHS data on a fourth root scale; 2) a gradient boosting model fit to data from all three sources with uncertainty based on bootstrapping out-of-bag prediction errors; 3) a gradient boosting model fit to all three data sources with quantile regression separately for each quantile level, with predictions sorted to address quantile crossing. 2023-10-21: Fit only to the data release including data up through the week of 2023-10-14. Dropped bootstrap method, so submission is a quantile averaged ensemble of AR(8) and the gradient boosting model with quantile regression for all quantiles. 2023-11-25: Data for AK are suspect; low counts, including a reported 0 for Sat Nov 18. Roughly 18-20 reporting facilities per day rather than historical values of 21 or 22. I don't have a principled way to deal with this, so the submission for AK is a linear pool of predictions with and without the last weekly observation. 2023-12-02: Added a third component model, which is a gradient boosted quantile regression model that does not use any features that are a measure of the level of recent incidence.",TRUE,FALSE,FALSE,TRUE
"UMass-trends_ensemble","UMass","trends_ensemble","UMass-Amherst","Ensemble of baseline models with trends",FALSE,"equally weighted ensemble of simple time-series baseline models. each baseline model calculates first differences of incidence in recent weeks. these differences are sampled and then added to the most recently observed incidence. variations on this method include (a) including the first differences and the negative of these differences to enforce symmetry, resulting in a flat-line forecast, (b) varying the number of time-units in the past for computing the first differences (3 or 4 weeks) to focus on capturing recent trends, and (c) using the original time-series or a variance-stabilizing transformation of it, e.g. square-root. additionally, the resulting predictive distributions are truncated so that any predicted samples computed to be less than zero are truncated to be zero.","Equally weighted ensemble of simple time-series baseline models. Each baseline model calculates first differences of incidence in recent weeks. These differences are sampled and then added to the most recently observed incidence. Variations on this method include (a) including the first differences and the negative of these differences to enforce symmetry, resulting in a flat-line forecast, (b) varying the number of time-units in the past for computing the first differences (3 or 4 weeks) to focus on capturing recent trends, and (c) using the original time-series or a variance-stabilizing transformation of it, e.g. square-root. Additionally, the resulting predictive distributions are truncated so that any predicted samples computed to be less than zero are truncated to be zero.",TRUE,FALSE,FALSE,TRUE
"UNC_IDD-InfluPaint","UNC_IDD","InfluPaint","UNC Infectious Disease Dynamics","InfluPaint",TRUE,"we use a generative ai method, denoising diffusion probabilistic model (ddpms), to generate epidemic trajectories (we treat influenza epidemic curves as images (axes are time and location, a pixel value is e.g incident hospitalization and stay close to the image generation literature). so our model account characterizes the uncertainty that exists in the space of possible flu trajectories. spatial correlation is considered as all the features of the full images should be reproduced in our generated images. then, we use the copaint algorithm to inpaint the future from ground-truth data.","We use a generative AI method, denoising diffusion probabilistic model (DDPMs), to generate epidemic trajectories (we treat influenza epidemic curves as images (axes are time and location, a pixel value is e.g incident hospitalization and stay close to the image generation literature). So our model account characterizes the uncertainty that exists in the space of possible flu trajectories. Spatial correlation is considered as all the features of the full images should be reproduced in our generated images. Then, we use the COPaint algorithm to inpaint the future from ground-truth data.",FALSE,FALSE,TRUE,FALSE
"UVAFluX-CESGCN","UVAFluX","CESGCN","UVAFluX","CESGCN: Causality-Encoded Spatiotemporal Graph Convolution Network for Real-Time Disease Forecasting",TRUE,"this is a state-level graph-neural-network-based model for forecasting the new influenza hospitalizations. the graph encodes the causal relationships across states and is derived using transfer entropy.","This is a state-level graph-neural-network-based model for forecasting the new influenza hospitalizations. The graph encodes the causal relationships across states and is derived using transfer entropy.",FALSE,FALSE,TRUE,FALSE
"UVAFluX-Ensemble","UVAFluX","Ensemble","UVAFluX","Ensemble",TRUE,"this is a us national and state-level multi-method model forecasting the new influenza hospitalizations. multiple methods include arima (optimized for length of observed data), exponential smoothing (optimized for length of observed data), lstm model, kalman filter, and piecewise-linear approximation model for trend projection. the model forecasts are combined using bayesian model averaging, mean-, or median-based ensembling strategies.","This is a US national and state-level multi-method model forecasting the new influenza hospitalizations. Multiple methods include ARIMA (optimized for length of observed data), exponential smoothing (optimized for length of observed data), LSTM model, Kalman filter, and piecewise-linear approximation model for trend projection. The model forecasts are combined using Bayesian model averaging, mean-, or median-based ensembling strategies.",TRUE,FALSE,TRUE,TRUE
"UVAFluX-FS_OptimWISE","UVAFluX","FS_OptimWISE","UVAFluX","FluSight_OptimWISE: ensemble forecasting model that learns optimal weights for combining probabilistic forecasts from FluSight hub  models by minimizing a regularized Weighted Interval Score (WIS).",FALSE,"optim-wise is an ensemble forecasting model that learns optimal weights for combining quantile forecasts from flusight hub models by minimizing the weighted interval score (wis) over recent training weeks (upto 4 weeks). it uses optimization with regularization to ensure stable weights, producing a final probabilistic forecast tailored to each location and forecast horizon.","Optim-WISE is an ensemble forecasting model that learns optimal weights for combining quantile forecasts from FluSight hub models by minimizing the Weighted Interval Score (WIS) over recent training weeks (upto 4 weeks). It uses optimization with regularization to ensure stable weights, producing a final probabilistic forecast tailored to each location and forecast horizon.",TRUE,FALSE,FALSE,TRUE
"UVAFluX-OptimWISE","UVAFluX","OptimWISE","UVAFluX","OptimWISE: ensemble forecasting model that learns optimal weights for combining probabilistic forecasts from multiple models by minimizing a regularized Weighted Interval Score (WIS).",FALSE,"optim-wise is an ensemble forecasting model that learns optimal weights for combining quantile forecasts from five models by minimizing the weighted interval score (wis) over recent training weeks (upto 4 weeks). it uses optimization with regularization to ensure stable weights, producing a final probabilistic forecast tailored to each location and forecast horizon.","Optim-WISE is an ensemble forecasting model that learns optimal weights for combining quantile forecasts from five models by minimizing the Weighted Interval Score (WIS) over recent training weeks (upto 4 weeks). It uses optimization with regularization to ensure stable weights, producing a final probabilistic forecast tailored to each location and forecast horizon.",TRUE,FALSE,FALSE,TRUE
"VTSanghani-Ensemble","VTSanghani","Ensemble","VTSanghani","Ensemble of deep learning models combined with traditonal statistical models",TRUE,"this ensemble forecasts us national- and state-level influenza hospitalizations.  included models focus on novel deep learning techniques augmented with traditional statistical predictions","This ensemble forecasts US national- and state-level influenza hospitalizations.  Included models focus on novel deep learning techniques augmented with traditional statistical predictions",TRUE,FALSE,TRUE,TRUE
"VTSanghani-PRIME","VTSanghani","PRIME","VTSanghani","PRIME",TRUE,"develop deep learning methods for short-term forecasting of us national- and state-level influenza hospitalizations, leveraging machine learning models designed to capture complex temporal and spatial dependencies.","Develop deep learning methods for short-term forecasting of US national- and state-level influenza hospitalizations, leveraging machine learning models designed to capture complex temporal and spatial dependencies.",FALSE,FALSE,TRUE,FALSE
